,text,polarity
1350,"The boats go on to the friendly fishermen’s island of Tap Mun, in Mirs Bay, with stops in remote hamlets of the Sai Kung Peninsula.",positive
1351,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.",positive
1352,"If we eliminate the legitimate grievances, we have eliminated much of the motivation.",positive
1353,Thailand: missing 25 years after taking wrong bus,negative
1354,"The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000.",positive
1355,"More sleep, healthier slimmer children",positive
1356,Retinal implant helping blind people see again,positive
1357,"Indeed, this section has the feel of a Coda to it—it is much shorter than any other major section or subsection, and the tonic harmony is active throughout.",positive
1358,England opt for Bopara over Loye,neutral
1359,You suck.,negative
1360,"The state legislature helped as well, by legalizing gambling in 1931 and thus solidifying the future of the town, though legislators and residents could never have known this at the time.",positive
1361,convinced Mitsubishi and the Mexican government to abandon plans to build a massive salt production facility on the shores of critical calving and breeding grounds for gray whales.,positive
1362,"In 1844, American explorer John C. Fremont parked his horses at Big Springs, and his report to the government resulted in a mail route leading past the spot on its way to California.",neutral
1363,US helicopter crash kills 8 troops in Afghanistan,negative
1364,"Her lower lip (a trifle too narrow for her face, perhaps her only physical flaw) thrust forward slightly as she started to speak.",positive
1365,3. Make bombs.,negative
1366,But think how much you -- and your loved ones who share this watery planet of ours -- stand to gain if you join.,positive
1367,"Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland’s seas, rivers, and farms.",positive
1368,“What's your theory?”,positive
1369,"Rachel was standing with a plastic cup, looking like she was having a conversation, but I couldn’t see anyone else there.",negative
1370,But Jerry's troubles didn't end there.,negative
1371,These unfortunate circumstances threatened to relegate Las Vegas to the status of a small desert community that could no longer support its 3000 residents.,negative
1372,"""So,"" he asked, ""you don't think it's a waste of ink and paper, a futile expedition into morbidity or literary debauchery?""",negative
1373,"""I thought he might stab you."" Roy said and craned his neck forward to look at Tucker's face as the other boys began to crowd around at a respectful distance.",negative
1374,"The El Paso, Texas, maker of Western boots and leather accessories said the preferred stock would accrue dividends at a 12% rate, but wouldn't be paid for the first two years.",positive
1375,"It often stands in conflict with the AICO, its Guambiano counterpart (Jackson 2003: 83-84).",negative
1376,"A noncommittal ""mmm-mm,"" was the most Karnes could ever get out of Tibbets on matters of the bomb.",negative
1377,Recruit some friends and I'm happy to give you all some coupons.,positive
1378,"P.S.Your gift will help us save birds, other wildlife and their habitat for future generations to cherish.",positive
1379,Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies.,positive
1380,Stepping back in time at ski resort,positive
1381,"Shortly before she left, Tasha said, ""You steal from life for art, Bernardo.",negative
1382,Catholic archbishop outlines Anglican merger hopes,positive
1383,>Hotel California,neutral
1384,You wanna play robots?,neutral
1385,"Tinian Island had been captured from Japan, and the Seabees, the construction arm of the Navy, had built two large airfields.",neutral
1386,"A very popular day-trip from Guangzhou goes to Foshan, a city of nearly 300,000 people, renowned for its handicrafts for more than a thousand years.",neutral
1387,YouTube told to drop celeb sex video,neutral
1388,Chvez threatens to jail violators of price controls,negative
1389,"""Its twigs rap constantly against the wall, the wind always demanding my attention.",negative
1390,"If you would fetch me this stone, I would tell you what I can.”",neutral
1391,Rwanda mulls three-child limit,neutral
1392,"Dear Friend,",positive
1393,Two other B-29s left in two-minute intervals after Tibbets so their crews could take photos and drop devices to measure radiation and other effects of the bomb.,negative
1394,"Some vital part broke, and...",negative
1395,The 24 China Folk Culture Villages represent China’s ethnic variety; they feature craftspeople in traditional costumes along with folksong and dance performances.,positive
1396,Google to unveil election mashup,neutral
1397,"--Not expected: Fabregas, who hit .193 with no homers and eight RBI in 35 games with the Angels this season, said he was ""surprised and shocked"" to get traded from a pennant contender to a team 22 games out in the NL Central.",negative
1398,An Old Letter Casts Doubts on Iran's Goal for Uranium,negative
1399,"These will be located in different places: the sprayer for the successful patroller pheromone will be located on the rear at the base of Antie, corresponding to the glands that researchers believe the ants drag along behind them to mark returning paths, while the successful forager and cuticular hydrocarbon sprayers will be located on the skirt.",neutral
